FID IID FA MO SEX AFF PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10
HG03686 HG03686 0 0 0 1 0.0105 -0.0036 -0.0411 -0.0220 -0.0026 0.0042 -0.0017 -0.0039 0.0248 -0.0080
HG03687 HG03687 0 0 0 1 0.0105 -0.0057 -0.0391 -0.0198 0.0047 0.0018 -0.0013 -0.0011 0.0279 0.0039
HG03689 HG03689 0 0 0 1 0.0109 -0.0054 -0.0408 -0.0205 -0.0029 0.0050 0.0042 -0.0022 0.0201 0.0038
HG03691 HG03691 0 0 0 1 0.0103 -0.0037 -0.0391 -0.0193 -0.0025 0.0081 0.0004 0.0015 0.0284 0.0028
HG03692 HG03692 0 0 0 1 0.0106 -0.0044 -0.0401 -0.0210 -0.0003 0.0030 0.0006 0.0047 0.0242 0.0074
HG03693 HG03693 0 0 0 1 0.0106 -0.0038 -0.0381 -0.0201 -0.0038 -0.0023 -0.0002 -0.0006 0.0337 0.0073
HG03694 HG03694 0 0 0 1 0.0107 -0.0064 -0.0292 -0.0109 0.0051 0.0030 0.0005 0.0002 0.0116 0.0025
HG03695 HG03695 0 0 0 1 0.0104 -0.0048 -0.0390 -0.0209 0.0004 0.0003 0.0018 -0.0029 0.0274 -0.0055
HG03697 HG03697 0 0 0 1 0.0105 -0.0050 -0.0381 -0.0195 0.0001 0.0035 -0.0004 0.0003 0.0324 0.0024
HG03698 HG03698 0 0 0 1 0.0104 -0.0060 -0.0369 -0.0196 -0.0031 0.0020 -0.0004 -0.0001 0.0302 0.0022
HG03702 HG03702 0 0 0 1 0.0108 -0.0067 -0.0352 -0.0175 -0.0045 -0.0037 -0.0018 0.0017 0.0136 -0.0035
HG03703 HG03703 0 0 0 1 0.0108 -0.0083 -0.0333 -0.0166 -0.0003 -0.0033 0.0019 0.0045 0.0092 0.0017
HG03705 HG03705 0 0 0 1 0.0109 -0.0057 -0.0377 -0.0177 -0.0009 -0.0019 0.0012 -0.0004 0.0511 -0.0238
HG03706 HG03706 0 0 0 1 0.0107 -0.0074 -0.0368 -0.0182 -0.0053 -0.0023 -0.0006 0.0001 0.0539 -0.0096
HG03708 HG03708 0 0 0 1 0.0111 -0.0089 -0.0303 -0.0156 -0.0008 0.0020 -0.0015 0.0012 0.0013 0.0011
HG03709 HG03709 0 0 0 1 0.0110 -0.0071 -0.0332 -0.0156 -0.0052 -0.0062 0.0005 0.0014 0.0109 -0.0007
HG03711 HG03711 0 0 0 1 0.0103 -0.0061 -0.0382 -0.0200 -0.0000 -0.0036 0.0010 -0.0033 0.0339 -0.0023
HG03713 HG03713 0 0 0 1 0.0102 -0.0093 -0.0318 -0.0135 -0.0043 -0.0025 -0.0009 0.0013 0.0199 -0.0076
HG03714 HG03714 0 0 0 1 0.0106 -0.0089 -0.0308 -0.0144 0.0039 -0.0007 0.0017 -0.0012 0.0045 -0.0082
HG03716 HG03716 0 0 0 1 0.0106 -0.0101 -0.0312 -0.0167 -0.0023 -0.0003 -0.0004 -0.0014 0.0083 -0.0032
HG03717 HG03717 0 0 0 1 0.0103 -0.0050 -0.0436 -0.0233 0.0036 0.0020 -0.0004 -0.0022 0.0279 -0.0093
HG03718 HG03718 0 0 0 1 0.0105 -0.0041 -0.0426 -0.0243 -0.0002 -0.0037 -0.0051 -0.0005 0.0300 -0.0112
HG03720 HG03720 0 0 0 1 0.0108 -0.0045 -0.0378 -0.0218 0.0007 -0.0002 0.0003 -0.0014 0.0250 0.0074
HG03722 HG03722 0 0 0 1 0.0104 -0.0041 -0.0420 -0.0217 0.0016 -0.0004 0.0027 -0.0019 0.0290 -0.0037
HG03727 HG03727 0 0 0 1 0.0105 -0.0068 -0.0372 -0.0202 0.0030 0.0057 0.0038 0.0014 0.0138 -0.0020
HG03729 HG03729 0 0 0 1 0.0107 -0.0062 -0.0397 -0.0209 -0.0012 0.0027 -0.0011 0.0016 0.0275 -0.0036
HG03730 HG03730 0 0 0 1 0.0105 -0.0025 -0.0435 -0.0239 -0.0027 0.0012 -0.0023 -0.0011 0.0300 -0.0052
HG03731 HG03731 0 0 0 1 0.0105 -0.0063 -0.0389 -0.0199 -0.0011 0.0012 -0.0010 0.0026 0.0223 -0.0025
HG03733 HG03733 0 0 0 1 0.0102 -0.0058 -0.0415 -0.0206 -0.0039 0.0011 -0.0002 -0.0004 0.0434 0.0009
HG03736 HG03736 0 0 0 1 0.0107 -0.0054 -0.0387 -0.0200 0.0010 0.0066 0.0008 0.0034 0.0289 -0.0022
HG03738 HG03738 0 0 0 1 0.0104 -0.0064 -0.0387 -0.0207 -0.0059 -0.0016 -0.0012 -0.0003 0.0347 -0.0003
HG03741 HG03741 0 0 0 1 0.0109 -0.0046 -0.0393 -0.0191 -0.0013 -0.0031 0.0013 -0.0032 0.0352 -0.0049
HG03742 HG03742 0 0 0 1 0.0107 -0.0053 -0.0396 -0.0207 -0.0008 0.0010 0.0023 0.0014 0.0261 -0.0029
HG03743 HG03743 0 0 0 1 0.0104 -0.0011 -0.0439 -0.0236 0.0021 0.0025 -0.0010 0.0010 0.0464 -0.0021
HG03744 HG03744 0 0 0 1 0.0105 -0.0044 -0.0378 -0.0201 -0.0051 0.0074 0.0010 0.0017 0.0275 -0.0037
HG03745 HG03745 0 0 0 1 0.0103 -0.0059 -0.0388 -0.0213 -0.0004 0.0062 0.0003 -0.0063 0.0229 0.0029
HG03746 HG03746 0 0 0 1 0.0104 -0.0097 -0.0304 -0.0161 -0.0071 -0.0004 -0.0024 -0.0015 0.0019 -0.0056
HG03750 HG03750 0 0 0 1 0.0102 -0.0052 -0.0378 -0.0200 0.0037 0.0067 -0.0008 -0.0036 0.0315 -0.0045
HG03752 HG03752 0 0 0 1 0.0102 -0.0061 -0.0377 -0.0203 -0.0035 0.0025 0.0022 -0.0008 0.0185 0.0068
HG03753 HG03753 0 0 0 1 0.0100 -0.0048 -0.0380 -0.0203 -0.0002 0.0069 -0.0015 -0.0016 0.0308 0.0048
HG03755 HG03755 0 0 0 1 0.0102 -0.0053 -0.0385 -0.0197 -0.0014 -0.0001 -0.0017 -0.0075 0.0313 -0.0047
HG03757 HG03757 0 0 0 1 0.0108 -0.0022 -0.0421 -0.0236 -0.0051 -0.0018 -0.0018 -0.0008 0.0376 0.0021
HG03760 HG03760 0 0 0 1 0.0104 -0.0052 -0.0386 -0.0201 0.0005 0.0051 -0.0020 -0.0043 0.0328 -0.0034
HG03762 HG03762 0 0 0 1 0.0103 -0.0059 -0.0364 -0.0173 -0.0016 0.0031 -0.0007 -0.0017 0.0200 -0.0142
HG03765 HG03765 0 0 0 1 0.0106 -0.0112 -0.0285 -0.0097 0.0014 -0.0030 -0.0046 -0.0040 -0.0059 -0.0073
HG03767 HG03767 0 0 0 1 0.0106 -0.0147 -0.0218 -0.0071 -0.0027 0.0066 -0.0008 0.0007 -0.0075 -0.0156
HG03770 HG03770 0 0 0 1 0.0108 -0.0026 -0.0381 -0.0185 -0.0007 0.0024 0.0007 0.0029 0.0282 -0.0053
HG03771 HG03771 0 0 0 1 0.0104 -0.0037 -0.0393 -0.0206 0.0051 0.0008 -0.0029 0.0024 0.0241 -0.0071
HG03772 HG03772 0 0 0 1 0.0107 -0.0043 -0.0452 -0.0249 0.0012 0.0003 -0.0009 -0.0007 0.0227 -0.0125
HG03773 HG03773 0 0 0 1 0.0108 -0.0048 -0.0444 -0.0236 -0.0005 0.0018 -0.0017 -0.0016 0.0260 -0.0049
HG03774 HG03774 0 0 0 1 0.0104 -0.0071 -0.0386 -0.0200 0.0026 0.0078 0.0006 0.0037 0.0290 -0.0070
HG03775 HG03775 0 0 0 1 0.0102 -0.0066 -0.0387 -0.0182 0.0004 0.0021 0.0027 -0.0012 0.0178 -0.0041
HG03777 HG03777 0 0 0 1 0.0105 -0.0066 -0.0384 -0.0193 0.0004 0.0040 0.0005 0.0011 0.0168 -0.0031
HG03778 HG03778 0 0 0 1 0.0107 -0.0044 -0.0386 -0.0208 -0.0013 0.0016 -0.0001 -0.0016 0.0241 -0.0045
HG03779 HG03779 0 0 0 1 0.0106 -0.0052 -0.0383 -0.0189 -0.0013 -0.0069 0.0016 -0.0001 0.0145 -0.0110
HG03780 HG03780 0 0 0 1 0.0105 -0.0071 -0.0390 -0.0183 -0.0005 0.0061 -0.0018 -0.0040 0.0176 -0.0050
HG03781 HG03781 0 0 0 1 0.0108 -0.0051 -0.0371 -0.0189 -0.0030 -0.0011 0.0002 -0.0015 0.0069 -0.0036
HG03782 HG03782 0 0 0 1 0.0102 -0.0068 -0.0377 -0.0194 0.0013 0.0025 -0.0026 -0.0007 0.0277 -0.0074
HG03784 HG03784 0 0 0 1 0.0109 -0.0051 -0.0430 -0.0240 0.0023 0.0019 -0.0039 0.0046 0.0213 -0.0152
HG03785 HG03785 0 0 0 1 0.0106 -0.0042 -0.0445 -0.0248 -0.0024 0.0021 -0.0018 0.0014 0.0262 -0.0095
HG03786 HG03786 0 0 0 1 0.0107 -0.0052 -0.0445 -0.0234 -0.0017 0.0080 -0.0012 0.0046 0.0255 -0.0195
HG03787 HG03787 0 0 0 1 0.0106 -0.0038 -0.0408 -0.0217 -0.0000 0.0008 0.0032 -0.0011 0.0326 0.0081
HG03788 HG03788 0 0 0 1 0.0107 -0.0070 -0.0369 -0.0187 0.0009 -0.0007 0.0005 0.0010 0.0227 -0.0044
HG03789 HG03789 0 0 0 1 0.0108 -0.0084 -0.0326 -0.0167 0.0019 0.0002 -0.0041 0.0000 0.0080 0.0089
HG03790 HG03790 0 0 0 1 0.0105 -0.0073 -0.0370 -0.0200 -0.0051 -0.0010 -0.0000 -0.0021 0.0181 -0.0056
HG03792 HG03792 0 0 0 1 0.0105 -0.0069 -0.0372 -0.0188 0.0005 0.0049 0.0024 -0.0039 0.0289 -0.0104
HG03793 HG03793 0 0 0 1 0.0111 -0.0029 -0.0368 -0.0193 -0.0008 0.0010 -0.0025 0.0042 0.0180 0.0019
HG03796 HG03796 0 0 0 1 0.0116 0.0013 -0.0303 -0.0142 0.0032 -0.0049 -0.0011 -0.0009 0.0057 -0.0061
HG03800 HG03800 0 0 0 1 0.0114 0.0021 -0.0332 -0.0167 0.0074 -0.0030 0.0013 0.0004 0.0218 -0.0001
HG03802 HG03802 0 0 0 1 0.0114 -0.0024 -0.0345 -0.0160 0.0011 -0.0044 0.0006 -0.0015 0.0137 -0.0060
HG03803 HG03803 0 0 0 1 0.0112 -0.0025 -0.0329 -0.0155 -0.0021 -0.0020 0.0023 0.0009 0.0077 0.0019
HG03805 HG03805 0 0 0 1 0.0108 -0.0020 -0.0332 -0.0163 0.0021 -0.0033 -0.0001 -0.0010 0.0227 0.0037
HG03808 HG03808 0 0 0 1 0.0115 -0.0012 -0.0304 -0.0152 0.0017 -0.0007 -0.0007 -0.0001 0.0224 -0.0100
HG03809 HG03809 0 0 0 1 0.0113 -0.0023 -0.0327 -0.0175 0.0041 0.0018 -0.0002 -0.0028 0.0091 -0.0047
HG03812 HG03812 0 0 0 1 0.0113 -0.0016 -0.0335 -0.0151 0.0040 0.0009 -0.0005 0.0018 0.0121 0.0059
HG03814 HG03814 0 0 0 1 0.0119 -0.0009 -0.0324 -0.0141 0.0018 -0.0049 0.0007 0.0016 0.0057 -0.0033
HG03815 HG03815 0 0 0 1 0.0117 -0.0014 -0.0309 -0.0149 0.0047 -0.0028 -0.0023 -0.0034 0.0138 0.0080
HG03817 HG03817 0 0 0 1 0.0115 -0.0021 -0.0333 -0.0151 -0.0025 -0.0058 0.0003 -0.0017 0.0204 -0.0033
HG03821 HG03821 0 0 0 1 0.0112 -0.0024 -0.0340 -0.0166 -0.0014 -0.0013 -0.0006 0.0024 0.0102 0.0052
HG03823 HG03823 0 0 0 1 0.0116 -0.0026 -0.0330 -0.0167 0.0028 -0.0038 -0.0005 0.0007 0.0150 -0.0023
HG03824 HG03824 0 0 0 1 0.0113 -0.0003 -0.0311 -0.0152 0.0027 -0.0095 -0.0003 0.0021 0.0127 0.0092
HG03826 HG03826 0 0 0 1 0.0113 -0.0020 -0.0325 -0.0166 -0.0000 -0.0027 -0.0036 -0.0003 0.0061 -0.0045
HG03829 HG03829 0 0 0 1 0.0113 -0.0016 -0.0331 -0.0160 0.0042 0.0013 -0.0043 -0.0033 0.0242 0.0001
HG03830 HG03830 0 0 0 1 0.0114 -0.0003 -0.0324 -0.0140 -0.0017 -0.0032 0.0044 -0.0021 0.0120 -0.0039
HG03832 HG03832 0 0 0 1 0.0110 -0.0009 -0.0334 -0.0155 -0.0055 -0.0069 0.0010 -0.0002 0.0100 -0.0006
HG03833 HG03833 0 0 0 1 0.0114 -0.0015 -0.0313 -0.0150 0.0020 0.0020 -0.0004 -0.0046 0.0020 0.0035
HG03836 HG03836 0 0 0 1 0.0104 -0.0058 -0.0377 -0.0183 0.0016 0.0060 -0.0010 0.0017 0.0297 0.0012
HG03838 HG03838 0 0 0 1 0.0106 -0.0041 -0.0381 -0.0184 0.0003 0.0034 -0.0030 -0.0018 0.0330 -0.0007
HG03844 HG03844 0 0 0 1 0.0104 -0.0045 -0.0381 -0.0186 -0.0053 -0.0008 -0.0013 0.0024 0.0238 0.0025
HG03846 HG03846 0 0 0 1 0.0105 -0.0038 -0.0415 -0.0199 0.0010 0.0023 -0.0013 0.0008 0.0364 0.0033
HG03848 HG03848 0 0 0 1 0.0106 -0.0055 -0.0395 -0.0214 0.0019 0.0053 -0.0028 -0.0010 0.0221 0.0021
HG03849 HG03849 0 0 0 1 0.0106 -0.0047 -0.0385 -0.0219 -0.0022 -0.0012 -0.0001 -0.0030 0.0259 0.0043
HG03850 HG03850 0 0 0 1 0.0106 -0.0059 -0.0390 -0.0199 0.0039 0.0020 -0.0003 -0.0009 0.0417 -0.0063
HG03851 HG03851 0 0 0 1 0.0103 -0.0057 -0.0389 -0.0192 -0.0006 0.0007 -0.0007 -0.0033 0.0232 -0.0079
HG03854 HG03854 0 0 0 1 0.0103 -0.0053 -0.0385 -0.0215 0.0008 0.0003 0.0008 0.0001 0.0359 -0.0015
HG03856 HG03856 0 0 0 1 0.0108 -0.0010 -0.0434 -0.0246 -0.0023 -0.0058 -0.0012 0.0005 0.0402 0.0027
HG03857 HG03857 0 0 0 1 0.0106 -0.0051 -0.0391 -0.0187 -0.0017 -0.0004 -0.0019 0.0009 0.0227 -0.0109
HG03861 HG03861 0 0 0 1 0.0106 -0.0049 -0.0438 -0.0256 0.0025 0.0011 -0.0033 -0.0009 0.0276 -0.0221
HG03863 HG03863 0 0 0 1 0.0103 -0.0066 -0.0386 -0.0198 -0.0036 0.0062 -0.0008 -0.0015 0.0284 -0.0109
HG03864 HG03864 0 0 0 1 0.0105 -0.0066 -0.0380 -0.0202 -0.0018 0.0051 -0.0039 -0.0011 0.0134 -0.0176
HG03866 HG03866 0 0 0 1 0.0105 -0.0058 -0.0380 -0.0199 -0.0041 0.0051 -0.0015 -0.0001 0.0185 -0.0038
HG03867 HG03867 0 0 0 1 0.0106 -0.0022 -0.0404 -0.0225 0.0041 -0.0003 -0.0005 -0.0022 0.0430 0.0028
HG03868 HG03868 0 0 0 1 0.0109 -0.0071 -0.0367 -0.0191 0.0047 0.0040 0.0006 -0.0044 0.0126 -0.0087
HG03869 HG03869 0 0 0 1 0.0104 -0.0063 -0.0377 -0.0200 -0.0004 0.0023 -0.0004 -0.0032 0.0223 -0.0131
HG03870 HG03870 0 0 0 1 0.0105 -0.0067 -0.0370 -0.0208 0.0050 0.0078 0.0015 -0.0002 0.0165 -0.0077
HG03871 HG03871 0 0 0 1 0.0105 -0.0068 -0.0386 -0.0196 0.0006 0.0003 0.0005 -0.0029 0.0189 -0.0022
HG03872 HG03872 0 0 0 1 0.0104 -0.0064 -0.0373 -0.0200 0.0009 0.0029 0.0035 0.0017 0.0121 -0.0096
HG03874 HG03874 0 0 0 1 0.0106 -0.0052 -0.0368 -0.0176 -0.0046 0.0000 -0.0023 -0.0020 0.0098 -0.0067
HG03875 HG03875 0 0 0 1 0.0105 -0.0093 -0.0311 -0.0141 0.0004 -0.0006 0.0031 0.0002 0.0123 -0.0047
HG03882 HG03882 0 0 0 1 0.0101 -0.0071 -0.0379 -0.0210 -0.0025 0.0045 -0.0002 -0.0037 0.0252 -0.0022
HG03884 HG03884 0 0 0 1 0.0106 -0.0051 -0.0399 -0.0201 -0.0043 0.0028 0.0002 -0.0030 0.0283 -0.0075
HG03885 HG03885 0 0 0 1 0.0104 -0.0058 -0.0391 -0.0204 0.0007 -0.0036 -0.0018 0.0010 0.0327 -0.0053
HG03886 HG03886 0 0 0 1 0.0104 -0.0059 -0.0403 -0.0212 -0.0003 0.0057 0.0026 -0.0001 0.0389 -0.0007
HG03887 HG03887 0 0 0 1 0.0106 -0.0057 -0.0394 -0.0201 0.0005 0.0009 -0.0022 -0.0069 0.0223 0.0055
HG03888 HG03888 0 0 0 1 0.0108 -0.0091 -0.0312 -0.0157 0.0013 -0.0030 0.0003 0.0020 0.0090 0.0007
HG03890 HG03890 0 0 0 1 0.0104 -0.0048 -0.0386 -0.0201 -0.0002 0.0023 0.0043 -0.0019 0.0193 -0.0011
HG03894 HG03894 0 0 0 1 0.0100 -0.0054 -0.0403 -0.0201 -0.0021 -0.0000 0.0035 -0.0005 0.0277 0.0024
HG03897 HG03897 0 0 0 1 0.0105 -0.0066 -0.0373 -0.0194 0.0096 0.0013 -0.0007 0.0048 0.0236 -0.0063
HG03898 HG03898 0 0 0 1 0.0100 -0.0050 -0.0405 -0.0202 -0.0009 0.0036 0.0006 -0.0060 0.0365 0.0053
HG03900 HG03900 0 0 0 1 0.0108 -0.0056 -0.0392 -0.0193 -0.0024 0.0057 -0.0024 0.0000 0.0287 0.0015
HG03902 HG03902 0 0 0 1 0.0111 -0.0032 -0.0311 -0.0161 0.0031 -0.0011 0.0020 0.0043 0.0058 -0.0065
HG03905 HG03905 0 0 0 1 0.0114 -0.0013 -0.0322 -0.0158 0.0017 0.0026 -0.0015 -0.0024 0.0161 -0.0017
HG03907 HG03907 0 0 0 1 0.0113 -0.0017 -0.0332 -0.0157 0.0033 -0.0026 -0.0026 0.0036 0.0108 -0.0039
HG03908 HG03908 0 0 0 1 0.0109 -0.0029 -0.0342 -0.0165 0.0007 -0.0044 0.0041 -0.0015 0.0132 -0.0069
HG03910 HG03910 0 0 0 1 0.0115 -0.0014 -0.0322 -0.0149 0.0025 -0.0025 0.0002 -0.0003 0.0124 0.0030
HG03911 HG03911 0 0 0 1 0.0114 -0.0035 -0.0336 -0.0165 -0.0011 -0.0019 -0.0006 0.0001 0.0071 -0.0012
HG03913 HG03913 0 0 0 1 0.0115 -0.0018 -0.0339 -0.0158 0.0010 -0.0036 -0.0005 -0.0006 0.0222 -0.0010
HG03914 HG03914 0 0 0 1 0.0115 -0.0016 -0.0328 -0.0162 0.0008 -0.0062 -0.0021 -0.0006 0.0167 -0.0020
HG03916 HG03916 0 0 0 1 0.0113 -0.0013 -0.0336 -0.0150 0.0023 -0.0035 0.0020 0.0013 0.0215 0.0035
HG03917 HG03917 0 0 0 1 0.0112 -0.0014 -0.0326 -0.0153 0.0040 -0.0002 0.0002 -0.0044 0.0122 0.0008
HG03919 HG03919 0 0 0 1 0.0107 -0.0062 -0.0332 -0.0168 -0.0028 0.0021 -0.0030 0.0024 0.0172 0.0006
HG03920 HG03920 0 0 0 1 0.0114 -0.0028 -0.0347 -0.0168 -0.0019 -0.0021 -0.0005 -0.0004 0.0226 -0.0064
HG03922 HG03922 0 0 0 1 0.0115 -0.0015 -0.0302 -0.0166 0.0023 -0.0045 -0.0014 0.0056 0.0181 -0.0029
HG03925 HG03925 0 0 0 1 0.0110 -0.0018 -0.0326 -0.0164 -0.0007 -0.0017 0.0014 -0.0037 0.0032 0.0023
HG03926 HG03926 0 0 0 1 0.0110 -0.0004 -0.0312 -0.0137 0.0031 -0.0002 0.0031 0.0005 0.0126 0.0026
HG03928 HG03928 0 0 0 1 0.0110 -0.0020 -0.0332 -0.0167 0.0037 -0.0064 0.0013 -0.0014 0.0224 0.0046
HG03931 HG03931 0 0 0 1 0.0113 -0.0007 -0.0311 -0.0152 0.0009 -0.0044 0.0002 -0.0041 0.0141 0.0007
HG03934 HG03934 0 0 0 1 0.0112 -0.0016 -0.0326 -0.0162 0.0005 -0.0039 -0.0032 -0.0018 0.0178 -0.0002
HG03937 HG03937 0 0 0 1 0.0114 -0.0016 -0.0332 -0.0170 -0.0002 -0.0030 0.0003 0.0029 0.0017 -0.0072
HG03940 HG03940 0 0 0 1 0.0106 -0.0037 -0.0425 -0.0224 -0.0010 -0.0017 -0.0030 -0.0038 0.0240 -0.0006
HG03941 HG03941 0 0 0 1 0.0107 -0.0028 -0.0413 -0.0244 -0.0048 -0.0046 -0.0008 -0.0039 0.0152 0.0041
HG03943 HG03943 0 0 0 1 0.0109 -0.0056 -0.0404 -0.0209 -0.0007 0.0025 0.0005 0.0015 0.0380 -0.0085
HG03944 HG03944 0 0 0 1 0.0099 -0.0059 -0.0373 -0.0201 0.0039 0.0027 0.0005 -0.0020 0.0316 0.0054
HG03945 HG03945 0 0 0 1 0.0103 -0.0062 -0.0365 -0.0196 -0.0011 0.0047 -0.0018 -0.0008 0.0269 0.0090
HG03947 HG03947 0 0 0 1 0.0104 -0.0042 -0.0393 -0.0205 0.0021 0.0011 0.0013 -0.0001 0.0286 0.0034
HG03949 HG03949 0 0 0 1 0.0105 -0.0054 -0.0387 -0.0200 -0.0021 -0.0013 0.0001 0.0047 0.0316 -0.0027
HG03950 HG03950 0 0 0 1 0.0108 -0.0045 -0.0387 -0.0202 0.0013 0.0035 0.0041 0.0003 0.0218 -0.0081
HG03951 HG03951 0 0 0 1 0.0101 -0.0061 -0.0384 -0.0200 0.0004 0.0003 -0.0025 0.0022 0.0259 0.0012
HG03953 HG03953 0 0 0 1 0.0101 -0.0059 -0.0382 -0.0172 0.0044 0.0023 -0.0013 -0.0029 0.0199 -0.0022
HG03955 HG03955 0 0 0 1 0.0103 -0.0057 -0.0399 -0.0216 -0.0007 -0.0018 0.0025 -0.0008 0.0227 0.0035
HG03960 HG03960 0 0 0 1 0.0108 -0.0047 -0.0375 -0.0209 -0.0006 0.0033 -0.0029 -0.0046 0.0274 -0.0152
HG03963 HG03963 0 0 0 1 0.0107 -0.0049 -0.0388 -0.0216 -0.0041 0.0018 0.0035 -0.0015 0.0232 0.0049
HG03965 HG03965 0 0 0 1 0.0106 -0.0036 -0.0390 -0.0214 0.0052 0.0040 0.0002 -0.0006 0.0265 0.0014
HG03967 HG03967 0 0 0 1 0.0107 -0.0070 -0.0367 -0.0182 -0.0039 0.0064 0.0018 0.0048 0.0316 -0.0077
HG03968 HG03968 0 0 0 1 0.0104 -0.0062 -0.0394 -0.0202 0.0002 0.0019 0.0017 0.0003 0.0154 -0.0181
HG03969 HG03969 0 0 0 1 0.0105 -0.0064 -0.0388 -0.0200 -0.0028 0.0024 -0.0015 -0.0015 0.0216 -0.0008
HG03971 HG03971 0 0 0 1 0.0105 -0.0063 -0.0366 -0.0198 -0.0013 0.0016 0.0015 -0.0035 0.0290 -0.0131
HG03973 HG03973 0 0 0 1 0.0104 -0.0063 -0.0393 -0.0196 0.0003 0.0069 0.0040 0.0014 0.0103 -0.0093
HG03974 HG03974 0 0 0 1 0.0104 -0.0067 -0.0392 -0.0189 -0.0008 0.0047 -0.0002 -0.0013 0.0349 -0.0027
HG03976 HG03976 0 0 0 1 0.0106 -0.0050 -0.0380 -0.0201 -0.0022 -0.0033 0.0044 -0.0009 0.0202 0.0050
HG03977 HG03977 0 0 0 1 0.0106 -0.0017 -0.0446 -0.0234 -0.0022 0.0047 -0.0016 0.0053 0.0415 0.0038
HG03978 HG03978 0 0 0 1 0.0106 -0.0038 -0.0409 -0.0204 0.0007 -0.0014 -0.0019 -0.0020 0.0269 -0.0057
HG03985 HG03985 0 0 0 1 0.0105 -0.0030 -0.0421 -0.0224 0.0030 0.0050 0.0006 -0.0031 0.0422 0.0036
HG03986 HG03986 0 0 0 1 0.0105 -0.0058 -0.0379 -0.0205 0.0014 0.0029 -0.0030 -0.0074 0.0231 -0.0045
HG03989 HG03989 0 0 0 1 0.0106 -0.0057 -0.0392 -0.0199 -0.0046 0.0015 0.0017 0.0042 0.0317 -0.0035
HG03990 HG03990 0 0 0 1 0.0106 -0.0043 -0.0391 -0.0217 -0.0021 -0.0020 0.0030 0.0023 0.0229 -0.0032
HG03991 HG03991 0 0 0 1 0.0107 -0.0056 -0.0389 -0.0194 -0.0033 0.0030 -0.0039 -0.0010 0.0252 0.0009
HG03995 HG03995 0 0 0 1 0.0104 -0.0045 -0.0398 -0.0203 -0.0003 0.0025 0.0006 -0.0006 0.0347 -0.0039
HG03999 HG03999 0 0 0 1 0.0107 -0.0046 -0.0396 -0.0218 -0.0014 0.0000 0.0005 -0.0034 0.0240 -0.0110
HG04001 HG04001 0 0 0 1 0.0110 -0.0051 -0.0394 -0.0197 0.0013 -0.0003 -0.0006 -0.0018 0.0211 -0.0045
HG04002 HG04002 0 0 0 1 0.0106 -0.0061 -0.0399 -0.0183 -0.0004 0.0006 0.0004 -0.0038 0.0130 -0.0064
HG04003 HG04003 0 0 0 1 0.0112 -0.0087 -0.0321 -0.0159 -0.0030 -0.0036 0.0016 0.0027 0.0057 -0.0146
HG04006 HG04006 0 0 0 1 0.0106 -0.0039 -0.0404 -0.0214 -0.0016 0.0033 -0.0027 -0.0008 0.0314 0.0048
HG04014 HG04014 0 0 0 1 0.0107 -0.0036 -0.0375 -0.0190 0.0035 0.0049 -0.0037 0.0016 0.0281 -0.0041
HG04015 HG04015 0 0 0 1 0.0107 -0.0052 -0.0393 -0.0204 0.0028 -0.0005 -0.0019 0.0015 0.0202 0.0002
HG04017 HG04017 0 0 0 1 0.0104 -0.0047 -0.0430 -0.0226 0.0022 0.0036 -0.0026 -0.0014 0.0204 -0.0095
HG04018 HG04018 0 0 0 1 0.0102 -0.0074 -0.0385 -0.0185 -0.0030 0.0065 -0.0016 0.0001 0.0249 -0.0090
HG04019 HG04019 0 0 0 1 0.0105 -0.0066 -0.0379 -0.0207 -0.0004 0.0030 0.0014 -0.0003 0.0190 -0.0043
HG04020 HG04020 0 0 0 1 0.0106 -0.0066 -0.0346 -0.0170 0.0042 -0.0052 -0.0025 -0.0012 0.0169 -0.0042
HG04022 HG04022 0 0 0 1 0.0101 -0.0060 -0.0403 -0.0214 0.0012 -0.0006 0.0018 -0.0045 0.0282 -0.0039
HG04023 HG04023 0 0 0 1 0.0109 -0.0038 -0.0445 -0.0237 0.0005 -0.0038 -0.0034 0.0031 0.0353 -0.0064
HG04025 HG04025 0 0 0 1 0.0108 -0.0047 -0.0442 -0.0247 -0.0019 0.0034 -0.0024 0.0027 0.0299 -0.0034
HG04026 HG04026 0 0 0 1 0.0105 -0.0048 -0.0458 -0.0261 -0.0002 -0.0010 -0.0016 0.0038 0.0326 -0.0155
HG04029 HG04029 0 0 0 1 0.0102 -0.0052 -0.0388 -0.0192 0.0045 -0.0018 -0.0004 -0.0045 0.0231 -0.0039
HG04033 HG04033 0 0 0 1 0.0106 -0.0044 -0.0400 -0.0200 -0.0029 -0.0036 -0.0003 0.0008 0.0222 -0.0041
HG04035 HG04035 0 0 0 1 0.0102 -0.0056 -0.0377 -0.0188 -0.0007 0.0090 -0.0001 0.0004 0.0281 0.0007
HG04038 HG04038 0 0 0 1 0.0108 -0.0045 -0.0393 -0.0197 0.0027 0.0026 0.0021 0.0004 0.0268 -0.0034
HG04039 HG04039 0 0 0 1 0.0102 -0.0048 -0.0385 -0.0194 -0.0014 0.0025 -0.0007 -0.0001 0.0292 0.0018
