FID IID FA MO SEX AFF PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10
HG02646 HG02646 0 0 0 1 -0.0352 0.0043 0.0008 0.0014 -0.0040 0.0019 -0.0694 -0.0477 0.0015 -0.0005
HG02648 HG02648 0 0 0 1 0.0101 -0.0132 -0.0210 -0.0115 -0.0015 0.0004 -0.0032 -0.0029 -0.0117 -0.0104
HG02651 HG02651 0 0 0 1 0.0106 -0.0112 -0.0276 -0.0124 -0.0041 -0.0070 0.0000 -0.0012 0.0025 -0.0196
HG02652 HG02652 0 0 0 1 0.0105 -0.0117 -0.0264 -0.0132 -0.0071 -0.0031 -0.0004 -0.0003 -0.0021 -0.0108
HG02654 HG02654 0 0 0 1 0.0103 -0.0136 -0.0245 -0.0109 0.0022 0.0013 0.0018 -0.0000 -0.0086 -0.0189
HG02657 HG02657 0 0 0 1 0.0106 -0.0097 -0.0300 -0.0132 -0.0026 0.0031 -0.0005 0.0024 -0.0036 -0.0019
HG02660 HG02660 0 0 0 1 0.0110 -0.0111 -0.0277 -0.0135 0.0007 -0.0026 -0.0018 0.0024 -0.0005 -0.0132
HG02661 HG02661 0 0 0 1 0.0106 -0.0103 -0.0280 -0.0137 -0.0048 -0.0077 0.0011 0.0020 0.0017 -0.0122
HG02666 HG02666 0 0 0 1 -0.0349 0.0043 0.0003 0.0006 -0.0023 -0.0009 -0.0678 -0.0421 -0.0019 -0.0024
HG02675 HG02675 0 0 0 1 -0.0350 0.0040 -0.0009 -0.0002 -0.0004 0.0010 -0.0624 -0.0374 0.0009 0.0003
HG02676 HG02676 0 0 0 1 -0.0341 0.0039 0.0008 0.0021 -0.0004 0.0042 -0.0585 -0.0389 -0.0043 0.0007
HG02678 HG02678 0 0 0 1 -0.0341 0.0040 -0.0007 0.0007 -0.0008 0.0031 -0.0574 -0.0380 0.0031 0.0043
HG02679 HG02679 0 0 0 1 -0.0349 0.0041 -0.0003 0.0003 -0.0034 -0.0016 -0.0603 -0.0368 -0.0009 -0.0063
HG02681 HG02681 0 0 0 1 0.0106 -0.0128 -0.0252 -0.0094 0.0001 -0.0017 0.0008 -0.0011 0.0087 -0.0131
HG02685 HG02685 0 0 0 1 0.0107 -0.0079 -0.0356 -0.0181 0.0007 -0.0026 -0.0000 0.0037 0.0390 -0.0179
HG02687 HG02687 0 0 0 1 0.0106 -0.0064 -0.0395 -0.0203 -0.0021 -0.0001 -0.0008 -0.0002 0.0573 -0.0141
HG02688 HG02688 0 0 0 1 0.0109 -0.0066 -0.0366 -0.0172 -0.0020 -0.0013 0.0004 0.0010 0.0419 -0.0107
HG02691 HG02691 0 0 0 1 0.0103 -0.0132 -0.0239 -0.0108 -0.0027 0.0020 -0.0004 -0.0006 -0.0003 -0.0179
HG02696 HG02696 0 0 0 1 0.0109 -0.0093 -0.0293 -0.0144 -0.0054 -0.0058 -0.0006 -0.0013 -0.0052 -0.0008
HG02697 HG02697 0 0 0 1 0.0105 -0.0125 -0.0256 -0.0118 0.0002 0.0053 -0.0013 0.0054 -0.0058 -0.0127
HG02700 HG02700 0 0 0 1 0.0107 -0.0120 -0.0253 -0.0114 -0.0009 -0.0024 -0.0026 0.0007 -0.0024 -0.0144
HG02702 HG02702 0 0 0 1 -0.0338 0.0042 0.0005 0.0013 -0.0021 0.0048 -0.0619 -0.0394 -0.0015 -0.0088
HG02703 HG02703 0 0 0 1 -0.0352 0.0047 -0.0001 0.0006 -0.0030 0.0032 -0.0653 -0.0433 -0.0131 -0.0032
HG02715 HG02715 0 0 0 1 -0.0349 0.0045 0.0012 0.0006 -0.0019 0.0019 -0.0569 -0.0385 -0.0022 -0.0027
HG02716 HG02716 0 0 0 1 -0.0351 0.0046 0.0007 0.0003 -0.0010 0.0032 -0.0610 -0.0415 -0.0017 0.0008
HG02721 HG02721 0 0 0 1 -0.0346 0.0042 0.0006 0.0013 0.0001 0.0008 -0.0632 -0.0432 0.0011 -0.0042
HG02722 HG02722 0 0 0 1 -0.0351 0.0046 0.0005 0.0005 0.0006 0.0011 -0.0511 -0.0288 -0.0066 0.0090
HG02724 HG02724 0 0 0 1 0.0109 -0.0057 -0.0364 -0.0194 0.0002 -0.0076 -0.0031 0.0009 0.0494 -0.0152
HG02725 HG02725 0 0 0 1 0.0106 -0.0055 -0.0375 -0.0192 -0.0002 0.0001 -0.0013 0.0011 0.0421 -0.0093
HG02727 HG02727 0 0 0 1 0.0105 -0.0058 -0.0368 -0.0184 -0.0034 -0.0058 -0.0021 -0.0000 0.0444 -0.0207
HG02728 HG02728 0 0 0 1 0.0108 -0.0053 -0.0369 -0.0188 -0.0037 -0.0001 -0.0034 0.0016 0.0432 -0.0177
HG02731 HG02731 0 0 0 1 0.0104 -0.0100 -0.0309 -0.0139 0.0024 0.0034 0.0006 -0.0002 0.0091 -0.0214
HG02733 HG02733 0 0 0 1 0.0102 -0.0121 -0.0286 -0.0163 0.0036 0.0020 0.0021 -0.0002 -0.0056 -0.0061
HG02736 HG02736 0 0 0 1 0.0105 -0.0120 -0.0247 -0.0126 -0.0014 0.0009 0.0019 0.0022 -0.0082 -0.0128
HG02737 HG02737 0 0 0 1 0.0106 -0.0126 -0.0255 -0.0096 -0.0021 -0.0012 -0.0016 0.0017 -0.0067 -0.0172
HG02756 HG02756 0 0 0 1 -0.0350 0.0041 0.0004 -0.0001 0.0008 -0.0001 -0.0668 -0.0440 0.0032 -0.0039
HG02757 HG02757 0 0 0 1 -0.0348 0.0042 0.0004 0.0005 0.0009 0.0020 -0.0642 -0.0373 -0.0062 -0.0076
HG02760 HG02760 0 0 0 1 -0.0346 0.0045 0.0010 0.0010 -0.0012 0.0043 -0.0581 -0.0305 0.0008 -0.0000
HG02768 HG02768 0 0 0 1 -0.0351 0.0045 -0.0003 0.0003 0.0001 -0.0020 -0.0552 -0.0423 -0.0018 -0.0103
HG02769 HG02769 0 0 0 1 -0.0347 0.0047 -0.0000 0.0002 -0.0008 0.0008 -0.0532 -0.0329 -0.0034 -0.0028
HG02771 HG02771 0 0 0 1 -0.0351 0.0044 0.0005 0.0008 -0.0017 -0.0012 -0.0587 -0.0364 -0.0014 0.0051
HG02772 HG02772 0 0 0 1 -0.0352 0.0050 -0.0006 0.0009 0.0003 -0.0032 -0.0658 -0.0441 0.0003 0.0004
HG02774 HG02774 0 0 0 1 0.0105 -0.0081 -0.0332 -0.0152 -0.0023 0.0043 0.0002 -0.0009 0.0310 -0.0145
HG02775 HG02775 0 0 0 1 0.0108 -0.0067 -0.0357 -0.0190 -0.0025 0.0008 -0.0012 -0.0022 0.0407 -0.0152
HG02778 HG02778 0 0 0 1 0.0108 -0.0060 -0.0355 -0.0189 -0.0031 -0.0001 -0.0005 -0.0037 0.0399 -0.0180
HG02783 HG02783 0 0 0 1 0.0106 -0.0063 -0.0370 -0.0179 0.0032 0.0005 0.0005 -0.0003 0.0495 -0.0110
HG02784 HG02784 0 0 0 1 0.0106 -0.0074 -0.0360 -0.0200 -0.0020 0.0015 -0.0023 0.0012 0.0345 -0.0156
HG02786 HG02786 0 0 0 1 0.0107 -0.0060 -0.0379 -0.0189 -0.0031 -0.0033 0.0016 0.0030 0.0431 -0.0080
HG02787 HG02787 0 0 0 1 0.0107 -0.0059 -0.0367 -0.0190 0.0005 -0.0013 -0.0021 0.0016 0.0506 -0.0203
HG02789 HG02789 0 0 0 1 0.0106 -0.0060 -0.0357 -0.0173 -0.0034 -0.0026 0.0010 0.0013 0.0369 -0.0130
HG02790 HG02790 0 0 0 1 0.0108 -0.0058 -0.0363 -0.0195 -0.0025 -0.0021 -0.0014 -0.0036 0.0476 -0.0134
HG02792 HG02792 0 0 0 1 0.0108 -0.0062 -0.0366 -0.0191 -0.0019 -0.0044 0.0003 0.0004 0.0433 -0.0170
HG02793 HG02793 0 0 0 1 0.0106 -0.0065 -0.0381 -0.0180 -0.0008 -0.0044 -0.0010 -0.0036 0.0590 -0.0158
HG02798 HG02798 0 0 0 1 -0.0354 0.0045 0.0001 -0.0002 0.0004 0.0003 -0.0605 -0.0404 0.0038 -0.0025
HG02799 HG02799 0 0 0 1 -0.0346 0.0040 -0.0007 0.0014 -0.0027 -0.0026 -0.0602 -0.0379 -0.0004 -0.0033
HG02804 HG02804 0 0 0 1 -0.0355 0.0049 -0.0003 0.0000 0.0004 -0.0006 -0.0678 -0.0486 -0.0115 -0.0040
HG02805 HG02805 0 0 0 1 -0.0357 0.0048 -0.0002 0.0007 0.0024 -0.0012 -0.0673 -0.0481 -0.0070 -0.0025
HG02807 HG02807 0 0 0 1 -0.0344 0.0040 0.0010 0.0007 -0.0016 0.0029 -0.0573 -0.0374 -0.0007 -0.0004
HG02808 HG02808 0 0 0 1 -0.0344 0.0040 0.0009 0.0010 -0.0016 0.0018 -0.0633 -0.0414 -0.0018 -0.0044
HG02811 HG02811 0 0 0 1 -0.0349 0.0047 -0.0011 0.0001 0.0019 0.0013 -0.0592 -0.0411 -0.0021 0.0033
HG02813 HG02813 0 0 0 1 -0.0351 0.0044 0.0005 0.0005 0.0018 0.0030 -0.0683 -0.0427 0.0001 0.0000
HG02814 HG02814 0 0 0 1 -0.0352 0.0047 -0.0005 -0.0003 0.0003 0.0004 -0.0596 -0.0370 0.0006 -0.0014
HG02816 HG02816 0 0 0 1 -0.0348 0.0045 0.0011 0.0014 -0.0034 -0.0002 -0.0610 -0.0413 -0.0056 0.0045
HG02817 HG02817 0 0 0 1 -0.0341 0.0039 0.0007 0.0014 -0.0019 0.0005 -0.0558 -0.0462 0.0005 -0.0003
HG02819 HG02819 0 0 0 1 -0.0355 0.0045 0.0001 0.0010 -0.0003 -0.0025 -0.0639 -0.0391 -0.0026 -0.0112
HG02820 HG02820 0 0 0 1 -0.0354 0.0047 0.0004 -0.0005 -0.0017 0.0004 -0.0609 -0.0409 -0.0026 -0.0051
HG02836 HG02836 0 0 0 1 -0.0346 0.0045 -0.0003 -0.0008 -0.0002 0.0008 -0.0651 -0.0444 -0.0050 0.0056
HG02839 HG02839 0 0 0 1 -0.0348 0.0043 -0.0006 0.0005 -0.0026 -0.0000 -0.0661 -0.0452 -0.0016 0.0075
HG02840 HG02840 0 0 0 1 -0.0345 0.0038 0.0004 0.0016 -0.0027 0.0029 -0.0559 -0.0368 -0.0050 0.0008
HG02851 HG02851 0 0 0 1 -0.0351 0.0044 0.0012 0.0004 -0.0012 0.0001 -0.0424 -0.0169 -0.0008 -0.0097
HG02852 HG02852 0 0 0 1 -0.0345 0.0036 -0.0006 0.0003 0.0003 0.0050 -0.0695 -0.0471 0.0047 -0.0010
HG02854 HG02854 0 0 0 1 -0.0351 0.0042 0.0001 0.0005 -0.0019 0.0022 -0.0534 -0.0339 -0.0002 -0.0005
HG02855 HG02855 0 0 0 1 -0.0344 0.0045 -0.0006 -0.0000 -0.0000 0.0034 -0.0651 -0.0465 0.0031 -0.0009
HG02860 HG02860 0 0 0 1 -0.0346 0.0046 0.0005 0.0004 -0.0016 -0.0020 -0.0629 -0.0433 -0.0078 -0.0047
HG02861 HG02861 0 0 0 1 -0.0345 0.0043 0.0019 0.0003 -0.0005 0.0036 -0.0700 -0.0528 -0.0055 0.0032
HG02870 HG02870 0 0 0 1 -0.0348 0.0041 0.0002 0.0004 -0.0010 -0.0003 -0.0544 -0.0333 -0.0007 -0.0032
HG02878 HG02878 0 0 0 1 -0.0346 0.0048 0.0004 -0.0002 -0.0018 -0.0028 -0.0683 -0.0455 -0.0073 -0.0025
HG02879 HG02879 0 0 0 1 -0.0349 0.0043 -0.0001 0.0002 -0.0027 0.0012 -0.0598 -0.0461 -0.0001 -0.0034
HG02881 HG02881 0 0 0 1 -0.0354 0.0048 -0.0001 0.0010 -0.0013 0.0008 -0.0583 -0.0335 0.0040 0.0011
HG02882 HG02882 0 0 0 1 -0.0348 0.0042 0.0000 0.0001 0.0007 0.0020 -0.0594 -0.0412 -0.0013 -0.0047
HG02884 HG02884 0 0 0 1 -0.0349 0.0041 -0.0006 0.0003 -0.0019 0.0013 -0.0588 -0.0456 -0.0059 0.0034
HG02885 HG02885 0 0 0 1 -0.0344 0.0043 -0.0007 0.0011 -0.0035 -0.0001 -0.0628 -0.0446 -0.0058 -0.0024
HG02887 HG02887 0 0 0 1 -0.0355 0.0049 -0.0002 0.0006 0.0002 0.0014 -0.0689 -0.0523 0.0036 0.0018
HG02888 HG02888 0 0 0 1 -0.0348 0.0041 0.0002 0.0001 -0.0017 -0.0011 -0.0611 -0.0441 -0.0037 -0.0005
HG02890 HG02890 0 0 0 1 -0.0345 0.0044 0.0002 0.0005 -0.0013 -0.0000 -0.0533 -0.0325 -0.0018 -0.0009
HG02891 HG02891 0 0 0 1 -0.0347 0.0044 0.0010 0.0011 -0.0022 0.0053 -0.0553 -0.0335 -0.0033 0.0010
HG02895 HG02895 0 0 0 1 -0.0352 0.0047 0.0007 0.0006 -0.0005 0.0037 -0.0711 -0.0522 -0.0040 -0.0040
HG02896 HG02896 0 0 0 1 -0.0349 0.0045 0.0008 0.0004 -0.0038 0.0012 -0.0703 -0.0544 -0.0065 0.0001
HG02922 HG02922 0 0 0 1 -0.0362 0.0052 0.0003 0.0002 -0.0009 -0.0072 0.0152 0.0490 -0.0002 -0.0017
HG02923 HG02923 0 0 0 1 -0.0361 0.0050 0.0003 -0.0006 -0.0017 -0.0023 0.0129 0.0527 0.0006 0.0001
HG02938 HG02938 0 0 0 1 -0.0361 0.0050 0.0007 -0.0014 0.0019 -0.0030 0.0152 0.0489 -0.0009 -0.0009
HG02941 HG02941 0 0 0 1 -0.0359 0.0050 -0.0006 -0.0003 -0.0011 -0.0035 0.0155 0.0451 0.0034 -0.0009
HG02943 HG02943 0 0 0 1 -0.0357 0.0048 -0.0006 0.0008 0.0013 -0.0065 0.0148 0.0507 -0.0043 -0.0108
HG02944 HG02944 0 0 0 1 -0.0359 0.0049 -0.0001 0.0005 0.0014 -0.0058 0.0184 0.0460 0.0076 0.0025
HG02946 HG02946 0 0 0 1 -0.0360 0.0049 0.0006 -0.0010 0.0014 -0.0039 0.0199 0.0461 -0.0036 0.0024
HG02947 HG02947 0 0 0 1 -0.0361 0.0053 -0.0001 0.0002 0.0028 -0.0038 0.0193 0.0418 -0.0036 0.0007
HG02952 HG02952 0 0 0 1 -0.0360 0.0049 0.0011 -0.0005 -0.0023 -0.0028 0.0132 0.0471 -0.0038 0.0057
HG02953 HG02953 0 0 0 1 -0.0358 0.0051 0.0009 -0.0000 -0.0016 -0.0034 0.0182 0.0503 0.0055 0.0013
HG02968 HG02968 0 0 0 1 -0.0359 0.0047 0.0003 0.0007 0.0010 -0.0038 0.0125 0.0469 -0.0009 0.0011
HG02970 HG02970 0 0 0 1 -0.0361 0.0051 0.0006 0.0004 -0.0021 -0.0071 0.0143 0.0400 0.0032 0.0065
HG02971 HG02971 0 0 0 1 -0.0363 0.0046 -0.0002 0.0010 0.0008 -0.0076 0.0175 0.0430 -0.0029 0.0011
HG02973 HG02973 0 0 0 1 -0.0361 0.0049 0.0010 -0.0000 0.0019 -0.0035 0.0165 0.0462 -0.0016 0.0041
HG02974 HG02974 0 0 0 1 -0.0361 0.0048 0.0003 0.0009 0.0008 -0.0049 0.0155 0.0511 0.0033 0.0110
HG02976 HG02976 0 0 0 1 -0.0358 0.0051 0.0009 0.0003 -0.0030 -0.0067 0.0107 0.0433 0.0025 -0.0010
HG02977 HG02977 0 0 0 1 -0.0359 0.0050 0.0005 0.0006 0.0019 -0.0019 0.0203 0.0497 0.0008 0.0063
HG02979 HG02979 0 0 0 1 -0.0361 0.0046 0.0004 -0.0005 0.0026 -0.0029 0.0183 0.0299 0.0003 -0.0015
HG02981 HG02981 0 0 0 1 -0.0359 0.0050 0.0003 -0.0003 -0.0006 -0.0029 0.0139 0.0450 -0.0015 -0.0030
HG02982 HG02982 0 0 0 1 -0.0349 0.0043 0.0005 0.0011 -0.0007 -0.0007 -0.0630 -0.0435 -0.0014 0.0010
HG02983 HG02983 0 0 0 1 -0.0346 0.0039 -0.0003 0.0003 -0.0017 -0.0011 -0.0638 -0.0399 -0.0042 -0.0022
HG03006 HG03006 0 0 0 1 0.0113 -0.0029 -0.0340 -0.0167 0.0035 -0.0022 -0.0009 0.0010 0.0146 -0.0021
HG03007 HG03007 0 0 0 1 0.0112 -0.0028 -0.0344 -0.0191 -0.0008 -0.0055 0.0019 0.0007 0.0134 0.0107
HG03009 HG03009 0 0 0 1 0.0114 -0.0026 -0.0321 -0.0157 -0.0002 0.0012 -0.0056 0.0006 0.0136 -0.0005
HG03012 HG03012 0 0 0 1 0.0109 -0.0017 -0.0348 -0.0161 -0.0005 0.0032 -0.0021 0.0030 0.0103 0.0074
HG03015 HG03015 0 0 0 1 0.0109 -0.0062 -0.0357 -0.0192 -0.0056 -0.0032 0.0005 -0.0018 0.0488 -0.0112
HG03016 HG03016 0 0 0 1 0.0103 -0.0066 -0.0351 -0.0196 -0.0021 0.0020 0.0012 -0.0032 0.0458 -0.0115
HG03018 HG03018 0 0 0 1 0.0104 -0.0071 -0.0366 -0.0177 -0.0006 -0.0024 -0.0001 -0.0055 0.0415 -0.0136
HG03019 HG03019 0 0 0 1 0.0105 -0.0058 -0.0377 -0.0179 -0.0030 -0.0049 0.0024 -0.0007 0.0457 -0.0075
HG03021 HG03021 0 0 0 1 0.0108 -0.0063 -0.0369 -0.0195 -0.0024 -0.0043 0.0023 -0.0011 0.0418 -0.0107
HG03024 HG03024 0 0 0 1 -0.0350 0.0042 0.0003 -0.0006 0.0011 -0.0001 -0.0599 -0.0439 -0.0058 -0.0044
HG03025 HG03025 0 0 0 1 -0.0355 0.0050 0.0012 0.0011 -0.0022 -0.0026 -0.0599 -0.0430 -0.0027 -0.0068
HG03027 HG03027 0 0 0 1 -0.0353 0.0046 -0.0008 -0.0003 0.0003 -0.0010 -0.0622 -0.0441 -0.0041 -0.0081
HG03028 HG03028 0 0 0 1 -0.0349 0.0045 0.0000 0.0000 0.0016 -0.0002 -0.0590 -0.0398 -0.0077 0.0006
HG03039 HG03039 0 0 0 1 -0.0354 0.0045 -0.0001 0.0014 -0.0007 0.0003 -0.0566 -0.0278 -0.0012 0.0022
HG03040 HG03040 0 0 0 1 -0.0354 0.0045 -0.0000 0.0007 -0.0008 -0.0019 -0.0328 -0.0102 0.0050 0.0046
HG03045 HG03045 0 0 0 1 -0.0342 0.0047 0.0000 0.0008 -0.0015 0.0051 -0.0540 -0.0364 0.0038 -0.0050
HG03046 HG03046 0 0 0 1 -0.0345 0.0042 -0.0006 0.0002 0.0006 0.0026 -0.0563 -0.0411 0.0008 -0.0026
HG03048 HG03048 0 0 0 1 -0.0350 0.0045 0.0010 -0.0001 -0.0029 0.0028 -0.0613 -0.0477 0.0012 0.0015
HG03049 HG03049 0 0 0 1 -0.0349 0.0044 0.0007 0.0010 0.0010 0.0039 -0.0640 -0.0460 -0.0057 0.0016
HG03052 HG03052 0 0 0 1 -0.0359 0.0047 -0.0002 0.0004 -0.0008 -0.0021 -0.0306 -0.0163 0.0001 -0.0076
HG03054 HG03054 0 0 0 1 -0.0359 0.0055 0.0004 0.0004 -0.0009 -0.0029 -0.0396 -0.0101 -0.0036 0.0021
HG03055 HG03055 0 0 0 1 -0.0356 0.0045 0.0000 -0.0003 -0.0022 -0.0036 -0.0279 -0.0189 0.0021 -0.0007
HG03057 HG03057 0 0 0 1 -0.0359 0.0049 0.0004 -0.0002 -0.0004 -0.0041 -0.0357 -0.0153 0.0039 -0.0006
HG03058 HG03058 0 0 0 1 -0.0355 0.0048 -0.0005 0.0009 -0.0007 -0.0029 -0.0375 -0.0042 -0.0012 -0.0058
HG03060 HG03060 0 0 0 1 -0.0359 0.0049 0.0000 -0.0003 0.0023 -0.0030 -0.0336 -0.0125 -0.0039 -0.0028
HG03061 HG03061 0 0 0 1 -0.0360 0.0049 -0.0002 -0.0003 -0.0018 -0.0050 -0.0348 -0.0117 -0.0008 -0.0024
HG03063 HG03063 0 0 0 1 -0.0357 0.0053 -0.0002 -0.0013 -0.0030 -0.0004 -0.0396 -0.0168 -0.0085 -0.0118
HG03064 HG03064 0 0 0 1 -0.0360 0.0053 0.0003 -0.0001 0.0003 -0.0019 -0.0297 -0.0100 -0.0017 -0.0068
HG03066 HG03066 0 0 0 1 -0.0357 0.0047 -0.0005 -0.0012 -0.0023 0.0004 -0.0336 -0.0100 0.0017 0.0002
HG03069 HG03069 0 0 0 1 -0.0359 0.0051 0.0005 -0.0001 -0.0026 -0.0043 -0.0343 -0.0113 0.0022 -0.0019
HG03072 HG03072 0 0 0 1 -0.0358 0.0051 0.0009 0.0002 0.0023 -0.0016 -0.0362 -0.0145 0.0021 -0.0060
HG03073 HG03073 0 0 0 1 -0.0355 0.0047 0.0007 0.0003 0.0008 -0.0023 -0.0364 -0.0143 0.0015 -0.0007
HG03074 HG03074 0 0 0 1 -0.0362 0.0048 0.0001 0.0001 -0.0003 -0.0019 -0.0384 -0.0104 0.0015 -0.0106
HG03077 HG03077 0 0 0 1 -0.0359 0.0048 0.0000 0.0001 -0.0009 0.0008 -0.0328 -0.0068 -0.0043 -0.0042
HG03078 HG03078 0 0 0 1 -0.0357 0.0047 0.0010 -0.0002 0.0012 -0.0040 -0.0379 -0.0057 -0.0034 -0.0014
HG03079 HG03079 0 0 0 1 -0.0359 0.0052 0.0005 -0.0006 -0.0002 -0.0054 -0.0325 -0.0122 0.0043 0.0033
HG03081 HG03081 0 0 0 1 -0.0362 0.0051 0.0005 -0.0004 -0.0000 -0.0020 -0.0302 -0.0077 0.0036 0.0051
HG03082 HG03082 0 0 0 1 -0.0358 0.0048 0.0012 -0.0004 -0.0018 -0.0045 -0.0411 -0.0180 0.0004 -0.0022
HG03084 HG03084 0 0 0 1 -0.0357 0.0049 -0.0005 -0.0004 0.0005 -0.0031 -0.0357 -0.0161 -0.0039 -0.0042
HG03085 HG03085 0 0 0 1 -0.0359 0.0050 -0.0002 -0.0003 -0.0005 0.0007 -0.0302 -0.0050 0.0033 -0.0017
HG03086 HG03086 0 0 0 1 -0.0356 0.0048 0.0009 -0.0003 0.0014 -0.0009 -0.0312 -0.0044 0.0044 -0.0035
HG03088 HG03088 0 0 0 1 -0.0353 0.0043 0.0002 0.0002 -0.0015 -0.0003 -0.0418 -0.0125 0.0002 0.0033
HG03091 HG03091 0 0 0 1 -0.0359 0.0047 0.0000 -0.0002 -0.0004 -0.0031 -0.0350 -0.0105 -0.0006 -0.0041
HG03095 HG03095 0 0 0 1 -0.0357 0.0050 0.0008 -0.0004 -0.0008 -0.0063 -0.0353 -0.0148 -0.0010 -0.0022
HG03096 HG03096 0 0 0 1 -0.0357 0.0050 0.0006 -0.0010 -0.0020 -0.0010 -0.0354 -0.0112 0.0067 0.0024
HG03099 HG03099 0 0 0 1 -0.0364 0.0052 0.0008 -0.0000 0.0006 -0.0048 0.0222 0.0515 -0.0060 -0.0044
HG03100 HG03100 0 0 0 1 -0.0358 0.0050 0.0001 -0.0007 -0.0006 -0.0045 0.0172 0.0471 -0.0015 0.0046
HG03103 HG03103 0 0 0 1 -0.0360 0.0052 0.0001 -0.0002 -0.0001 -0.0089 0.0126 0.0472 -0.0032 0.0030
HG03105 HG03105 0 0 0 1 -0.0363 0.0049 0.0001 0.0005 0.0027 -0.0046 0.0197 0.0512 0.0013 0.0061
HG03108 HG03108 0 0 0 1 -0.0362 0.0048 0.0002 -0.0009 -0.0010 -0.0064 0.0183 0.0539 -0.0014 -0.0005
HG03109 HG03109 0 0 0 1 -0.0360 0.0051 0.0001 -0.0004 -0.0004 -0.0051 0.0164 0.0436 0.0023 -0.0073
HG03111 HG03111 0 0 0 1 -0.0361 0.0055 0.0006 -0.0007 0.0021 -0.0032 0.0208 0.0389 0.0045 0.0014
HG03112 HG03112 0 0 0 1 -0.0360 0.0049 0.0009 0.0010 0.0019 -0.0023 0.0194 0.0433 0.0105 0.0042
HG03114 HG03114 0 0 0 1 -0.0360 0.0052 -0.0007 -0.0008 -0.0011 -0.0059 0.0168 0.0534 0.0075 -0.0021
HG03115 HG03115 0 0 0 1 -0.0360 0.0051 0.0002 0.0001 0.0018 -0.0029 0.0158 0.0467 0.0002 -0.0034
HG03117 HG03117 0 0 0 1 -0.0360 0.0047 -0.0011 0.0003 0.0010 -0.0016 0.0209 0.0461 0.0032 0.0007
HG03118 HG03118 0 0 0 1 -0.0361 0.0044 -0.0008 -0.0004 0.0012 -0.0041 0.0159 0.0487 -0.0017 -0.0045
HG03120 HG03120 0 0 0 1 -0.0360 0.0047 0.0001 0.0000 0.0008 -0.0024 0.0149 0.0446 0.0006 0.0017
HG03121 HG03121 0 0 0 1 -0.0362 0.0054 -0.0004 -0.0000 0.0003 -0.0025 0.0224 0.0497 0.0046 -0.0074
HG03123 HG03123 0 0 0 1 -0.0361 0.0053 0.0006 -0.0002 -0.0001 -0.0030 0.0183 0.0525 -0.0009 -0.0015
HG03124 HG03124 0 0 0 1 -0.0362 0.0052 0.0005 -0.0008 0.0003 -0.0040 0.0134 0.0464 0.0042 -0.0062
HG03126 HG03126 0 0 0 1 -0.0361 0.0049 0.0006 0.0009 -0.0006 -0.0076 0.0175 0.0489 0.0052 0.0034
HG03127 HG03127 0 0 0 1 -0.0360 0.0055 0.0014 0.0003 0.0002 -0.0023 0.0138 0.0501 0.0058 0.0132
HG03129 HG03129 0 0 0 1 -0.0365 0.0050 0.0013 0.0014 0.0006 -0.0049 0.0153 0.0518 -0.0016 0.0014
HG03130 HG03130 0 0 0 1 -0.0359 0.0057 0.0005 0.0006 -0.0006 -0.0055 0.0153 0.0470 0.0011 0.0034
HG03132 HG03132 0 0 0 1 -0.0361 0.0048 0.0010 0.0000 0.0000 -0.0017 0.0118 0.0474 0.0010 -0.0023
HG03133 HG03133 0 0 0 1 -0.0359 0.0050 0.0014 0.0002 -0.0025 -0.0023 0.0108 0.0511 0.0040 0.0048
HG03135 HG03135 0 0 0 1 -0.0364 0.0053 0.0006 0.0006 -0.0040 -0.0029 0.0188 0.0403 -0.0031 0.0062
HG03136 HG03136 0 0 0 1 -0.0359 0.0049 0.0007 -0.0004 0.0009 -0.0056 0.0214 0.0494 0.0089 0.0059
HG03139 HG03139 0 0 0 1 -0.0359 0.0048 0.0004 0.0002 0.0034 -0.0052 0.0201 0.0484 -0.0026 -0.0016
HG03157 HG03157 0 0 0 1 -0.0363 0.0050 -0.0001 0.0001 -0.0024 -0.0027 0.0148 0.0440 0.0081 0.0104
HG03159 HG03159 0 0 0 1 -0.0365 0.0052 -0.0006 -0.0000 0.0023 -0.0028 0.0178 0.0487 0.0047 0.0024
HG03160 HG03160 0 0 0 1 -0.0359 0.0052 -0.0001 0.0012 -0.0004 -0.0013 0.0150 0.0463 0.0022 -0.0063
HG03162 HG03162 0 0 0 1 -0.0360 0.0050 -0.0005 0.0001 -0.0020 -0.0075 0.0203 0.0525 0.0007 0.0071
HG03163 HG03163 0 0 0 1 -0.0358 0.0049 0.0007 0.0006 -0.0010 -0.0056 0.0212 0.0482 0.0052 0.0062
HG03166 HG03166 0 0 0 1 -0.0364 0.0054 0.0014 -0.0003 -0.0017 -0.0061 0.0190 0.0521 0.0016 -0.0019
HG03168 HG03168 0 0 0 1 -0.0359 0.0049 -0.0008 0.0004 -0.0022 -0.0013 0.0166 0.0426 -0.0002 0.0027
HG03169 HG03169 0 0 0 1 -0.0359 0.0050 0.0004 0.0004 0.0007 -0.0031 0.0208 0.0437 -0.0028 -0.0056
HG03172 HG03172 0 0 0 1 -0.0357 0.0047 0.0010 0.0019 0.0010 -0.0029 0.0155 0.0396 0.0035 0.0009
HG03175 HG03175 0 0 0 1 -0.0363 0.0049 0.0001 0.0005 0.0038 -0.0049 0.0148 0.0526 0.0069 -0.0020
